timestamp,command,numThreads,averageTime
1761490883022,4,2,0.0089143395
1761490883148,4,2,0.008852354
1761490883273,4,2,0.009416952
1761490883399,4,2,0.004801877
1761490883524,4,2,0.0088117665
1761490883649,4,2,0.0082901485
1761490883775,4,2,0.010185488
1761490883900,5,2,0.0206560805
1761490884025,5,2,0.01688171
1761490884150,5,2,0.0194867515
1761490884276,5,2,0.018242807
1761490884401,5,2,0.0182056215
1761490884529,5,2,0.020989793
1761490884652,5,2,0.017597451
1761490884777,5,2,0.0203167155
1761490884902,5,2,0.0180203655
1761490885027,5,2,0.0204167885
1761490885153,5,2,0.018400987
1761490885278,5,2,0.018130142
1761490885403,5,2,0.0185456495
1761490885528,5,2,0.0186031815
1761490885654,5,2,0.020943487
1761490885779,5,2,0.01895717
1761490885904,5,2,0.0194713825
1761490886029,5,2,0.0188319775
1761490886155,5,2,0.0194147305
1761490886280,5,2,0.019356336
1761490886405,5,2,0.019734741
1761490886531,5,2,0.020510665
1761490886656,5,2,0.017301274
1761490886781,5,2,0.018933969
1761490886906,5,2,0.0184642075
1761490887032,5,2,0.018960559
1761490887157,5,2,0.0196898975
1761490887282,5,2,0.0223846605
1761490887407,5,2,0.0201711835
1761490887533,5,2,0.0179886405
1761490887658,6,2,0.025193654
1761490887783,6,2,0.0257967905
1761490887909,6,2,0.025081352
1761490888034,6,2,0.027609488
1761490888159,6,2,0.0254033815
1761490888285,6,2,0.0261996575
1761490888410,6,2,0.0248189015
1761490888535,6,2,0.0294798065
1761490888660,6,2,0.0252443655
1761490888786,6,2,0.0246341655
1761490888911,6,2,0.026822051
1761490889036,6,2,0.0252225045
1761490889161,6,2,0.026014947
1761490889287,6,2,0.0267797105
1761490889412,6,2,0.0280537635
1761490889537,6,2,0.0320479995
1761490889662,6,2,0.027233731
1761490889788,6,2,0.0187147295
1761490889913,6,2,0.027255972
1761490890038,6,2,0.027057911
1761490890164,6,2,0.026839488
1761490890289,6,2,0.026546879
1761490890414,6,2,0.028033036
1761490890539,6,2,0.026521576
1761490890665,6,2,0.026214876
1761490890790,6,2,0.0250276805
1761490890915,6,2,0.024796956
1761490891040,6,2,0.0240866635
1761490891166,6,2,0.0245858235
1761490891291,6,2,0.025447691
1761490891687,1,3,0.002108452
1761490891812,1,3,5.28977E-4
1761490891938,1,3,8.07918E-4
1761490892063,1,3,5.34553E-4
1761490892188,1,3,5.988986666666666E-4
1761490892313,1,3,0.0013775523333333334
1761490892439,1,3,0.0021429733333333334
1761490892564,1,3,8.352643333333333E-4
1761490892689,1,3,8.987386666666666E-4
1761490892814,1,3,0.001121228
1761490892940,1,3,0.0012769456666666668
1761490893065,1,3,0.001059378
1761490893190,1,3,0.001646373
1761490893316,1,3,0.0011706276666666668
1761490893441,1,3,0.0010910573333333333
1761490893566,1,3,0.0012192093333333333
1761490893691,1,3,0.0012985656666666668
1761490893817,1,3,0.0011547876666666668
1761490893942,1,3,0.0014638106666666668
1761490894067,1,3,0.001032728
1761490894192,1,3,0.0012780786666666667
1761490894318,1,3,0.0010794146666666666
1761490894443,1,3,0.0021447346666666665
1761490894568,1,3,0.001654099
1761490894694,1,3,0.0023321283333333333
1761490894819,1,3,0.0013120003333333332
1761490894944,1,3,0.0031911903333333336
1761490895069,1,3,0.0012043006666666667
1761490895195,1,3,0.0013821626666666667
1761490895320,1,3,0.0012071203333333333
1761490895445,2,3,0.001444679
1761490895570,2,3,0.0012341896666666667
1761490895696,2,3,0.004595281666666667
1761490895821,2,3,0.0021297646666666665
1761490895946,2,3,9.697456666666666E-4
1761490896072,2,3,0.0022620583333333335
1761490896197,2,3,0.0025828533333333336
1761490896322,2,3,0.001083879
1761490896447,2,3,9.882823333333334E-4
1761490896573,2,3,0.0016219913333333333
1761490896698,2,3,0.00142742
1761490896823,2,3,0.0017464856666666668
1761490896948,2,3,0.0021947406666666665
1761490897074,2,3,0.0011776423333333332
1761490897199,2,3,0.0010922703333333332
1761490897324,2,3,9.99529E-4
1761490897450,2,3,0.001195595
1761490897575,2,3,0.0036240973333333333
1761490897700,2,3,0.0024144116666666663
1761490897825,2,3,0.001441109
1761490897951,2,3,0.00261067
1761490898076,2,3,0.0015515716666666668
1761490898201,2,3,0.0019420983333333333
1761490898326,2,3,9.33363E-4
1761490898452,2,3,0.0011133696666666667
1761490898577,2,3,0.002456288
1761490898702,2,3,0.0012136876666666667
1761490898827,2,3,0.0011273163333333333
1761490898953,2,3,0.0010336493333333334
1761490899078,2,3,9.77669E-4
1761490899203,3,3,0.0010620113333333332
1761490899329,3,3,0.0011857843333333332
1761490899454,3,3,0.001045378
1761490899579,3,3,0.0011611923333333333
1761490899704,3,3,0.0011350026666666667
1761490899830,3,3,0.001223883
1761490899955,3,3,0.002195587
1761490900080,3,3,9.718786666666667E-4
1761490900205,3,3,0.0011150723333333333
1761490900331,3,3,0.001492347
1761490900456,3,3,0.001054757
1761490900581,3,3,9.877756666666667E-4
1761490900706,3,3,0.0015308346666666668
1761490900832,3,3,8.715263333333333E-4
1761490900957,3,3,8.049436666666667E-4
1761490901082,3,3,0.005587084
1761490901208,3,3,7.575876666666666E-4
1761490901333,3,3,9.249063333333333E-4
1761490901458,3,3,0.001049795
1761490901585,3,3,0.0013256486666666668
1761490901709,3,3,7.398883333333333E-4
1761490901835,3,3,6.490766666666666E-4
1761490901960,3,3,7.60626E-4
1761490902085,3,3,5.112053333333333E-4
1761490902210,3,3,0.001125013
1761490902336,3,3,4.899376666666667E-4
1761490902461,3,3,9.269476666666667E-4
1761490902586,3,3,0.006274242
1761490902712,3,3,9.279696666666666E-4
1761490902837,3,3,0.0027297626666666665
1761490902963,4,3,0.011737412666666665
1761490903088,4,3,0.012009371333333334
1761490903213,4,3,0.010635111333333334
1761490903338,4,3,0.011952007333333334
1761490903464,4,3,0.011160491666666666
1761490903589,4,3,0.011765625
1761490903714,4,3,0.011204472
1761490903840,4,3,0.011944355
1761490903965,4,3,0.012135997333333334
1761490904090,4,3,0.011163419333333334
1761490904216,4,3,0.012760029
1761490904341,4,3,0.013255064666666667
1761490904466,4,3,0.012351542
1761490904592,4,3,0.010914404
1761490904717,4,3,0.011625044
1761490904842,4,3,0.012270112333333335
1761490904967,4,3,0.011750732333333335
1761490905093,4,3,0.011979180666666665
1761490905218,4,3,0.010339635333333335
1761490905343,4,3,0.013056747
1761490905468,4,3,0.011280985333333333
1761490905594,4,3,0.012317851666666666
1761490905719,4,3,0.011887820333333333
1761490905844,4,3,0.011367507333333334
1761490905970,4,3,0.01232724
1761490906095,4,3,0.011308232666666666
1761490906220,4,3,0.011990714
1761490906345,4,3,0.011741266
1761490906471,4,3,0.012053265333333334
1761490906596,4,3,0.012401318333333335
1761490906721,5,3,0.02157581033333333
1761490906846,5,3,0.022892273
1761490906972,5,3,0.02377378033333333
1761490907097,5,3,0.02218593266666667
1761490907222,5,3,0.02169418
1761490907350,5,3,0.023728899666666668
1761490907474,5,3,0.023054621666666667
1761490907598,5,3,0.024175181333333334
1761490907723,5,3,0.022398854
1761490907848,5,3,0.021996542666666667
1761490907974,5,3,0.023174015333333332
1761490908099,5,3,0.02220586466666667
1761490908224,5,3,0.02312483933333333
1761490908350,5,3,0.02319475166666667
1761490908475,5,3,0.020755454
1761490908600,5,3,0.02287885666666667
1761490908725,5,3,0.021248411
1761490908851,5,3,0.023515198666666667
1761490908976,5,3,0.026633520666666667
1761490909101,5,3,0.028397074
1761490909226,5,3,0.024396245666666667
1761490909352,5,3,0.021603805
1761490909477,5,3,0.023848526
1761490909602,5,3,0.022231472
1761490909727,5,3,0.021215131666666668
1761490909852,5,3,0.022481268333333332
1761490909978,5,3,0.022560771333333333
1761490910104,5,3,0.02122792966666667
1761490910228,5,3,0.021896930666666668
1761490910353,5,3,0.021741803
1761490910479,6,3,0.032203661333333335
1761490910604,6,3,0.03184202666666667
1761490910729,6,3,0.032148571
1761490910855,6,3,0.030522585666666668
1761490910980,6,3,0.030411629
1761490911105,6,3,0.03083451666666667
1761490911230,6,3,0.03127761366666667
1761490911356,6,3,0.03312540533333333
1761490911482,6,3,0.03229724566666667
1761490911606,6,3,0.033425741333333335
1761490911731,6,3,0.03148664833333333
1761490911857,6,3,0.030834349333333334
1761490911982,6,3,0.030694575
1761490912107,6,3,0.030491074333333333
1761490912232,6,3,0.03292822666666667
1761490912358,6,3,0.03313492866666667
1761490912483,6,3,0.031798764666666667
1761490912608,6,3,0.03233684633333333
1761490912733,6,3,0.032851303666666665
1761490912859,6,3,0.031856763
1761490912984,6,3,0.035421782
1761490913109,6,3,0.03229684866666667
1761490913234,6,3,0.029813775
1761490913360,6,3,0.029521646333333332
1761490913485,6,3,0.029881604
1761490913610,6,3,0.029756757
1761490913735,6,3,0.031140835333333332
1761490913861,6,3,0.03011874733333333
1761490913986,6,3,0.030777434333333333
1761490914111,6,3,0.03129997066666667
1761490914508,1,4,0.00231053325
1761490914633,1,4,0.00125404925
1761490914758,1,4,6.4134925E-4
1761490914884,1,4,9.066825E-4
1761490915009,1,4,7.721475E-4
1761490915134,1,4,5.9896825E-4
1761490915260,1,4,0.0024294915
1761490915385,1,4,0.002303753
1761490915510,1,4,0.001640308
1761490915635,1,4,0.00166972675
1761490915761,1,4,0.0015331005
1761490915886,1,4,0.0013673965
1761490916011,1,4,0.001573089
1761490916136,1,4,0.00331067
1761490916262,1,4,0.001198418
1761490916387,1,4,0.00171633775
1761490916512,1,4,0.001451382
1761490916638,1,4,0.00154992275
1761490916763,1,4,0.00330934475
1761490916888,1,4,0.0017321015
1761490917013,1,4,0.00149080675
1761490917139,1,4,0.001496199
1761490917264,1,4,0.00138329275
1761490917389,1,4,0.00168053925
1761490917514,1,4,0.0014157455
1761490917640,1,4,0.0013810215
1761490917765,1,4,0.00128424625
1761490917890,1,4,0.00158439675
1761490918016,1,4,0.001586828
1761490918141,1,4,0.00157623325
1761490918267,2,4,0.00181613325
1761490918392,2,4,0.00537547775
1761490918517,2,4,0.00140273075
1761490918642,2,4,0.0018801775
1761490918768,2,4,0.0011180365
1761490918893,2,4,0.0012598335
1761490919018,2,4,0.001658969
1761490919143,2,4,6.2996875E-4
1761490919269,2,4,0.001679283
1761490919394,2,4,0.0013148145
1761490919519,2,4,0.00122737125
1761490919644,2,4,0.0039973405
1761490919770,2,4,0.0012657765
1761490919895,2,4,0.00187400975
1761490920020,2,4,0.00240014725
1761490920145,2,4,0.001135341
1761490920271,2,4,0.00187268175
1761490920396,2,4,0.00159756125
1761490920521,2,4,0.00321351075
1761490920646,2,4,0.0014783545
1761490920772,2,4,0.00130930975
1761490920897,2,4,0.0014804115
1761490921022,2,4,0.00108266525
1761490921148,2,4,0.0016128965
1761490921273,2,4,0.00163326425
1761490921398,2,4,0.00117769475
1761490921523,2,4,0.001280718
1761490921649,2,4,0.00452354875
1761490921774,2,4,0.00124832625
1761490921899,2,4,0.00190107875
1761490922025,3,4,0.001355771
1761490922150,3,4,0.001506198
1761490922275,3,4,0.00107179625
1761490922401,3,4,0.00117940075
1761490922526,3,4,0.00165055
1761490922651,3,4,0.00562605675
1761490922776,3,4,0.00106635075
1761490922902,3,4,0.001336332
1761490923027,3,4,9.9373175E-4
1761490923152,3,4,0.001029419
1761490923278,3,4,9.810975E-4
1761490923403,3,4,0.00100927825
1761490923528,3,4,7.358595E-4
1761490923653,3,4,9.351965E-4
1761490923778,3,4,0.001108938
1761490923904,3,4,0.00406438425
1761490924029,3,4,0.00120400325
1761490924154,3,4,0.001175078
1761490924280,3,4,0.00127555875
1761490924405,3,4,0.001547404
1761490924530,3,4,0.0012963575
1761490924655,3,4,0.00132455575
1761490924781,3,4,0.0016252175
1761490924906,3,4,0.001093984
1761490925031,3,4,8.874325E-4
1761490925156,3,4,9.7355025E-4
1761490925282,3,4,5.745545E-4
1761490925407,3,4,9.2820225E-4
1761490925533,3,4,0.0010243705
1761490925658,3,4,0.00126263075
1761490925783,4,4,0.01369157775
1761490925908,4,4,0.0145449225
1761490926033,4,4,0.014200017
1761490926159,4,4,0.01520882225
1761490926284,4,4,0.014553245
1761490926409,4,4,0.013724289
1761490926534,4,4,0.0167246295
1761490926660,4,4,0.01497965675
1761490926785,4,4,0.01671513775
1761490926910,4,4,0.01414240775
1761490927036,4,4,0.013705483
1761490927161,4,4,0.014402461
1761490927286,4,4,0.013439354
1761490927411,4,4,0.01312747525
1761490927537,4,4,0.013807551
1761490927662,4,4,0.0134096855
1761490927787,4,4,0.01359348
1761490927912,4,4,0.01257564175
1761490928038,4,4,0.01340720025
1761490928163,4,4,0.0138490435
1761490928288,4,4,0.01317767325
1761490928413,4,4,0.014344273
1761490928539,4,4,0.01206272125
1761490928664,4,4,0.0114367495
1761490928789,4,4,0.0149241335
1761490928915,4,4,0.0140512375
1761490929040,4,4,0.01459352825
1761490929165,4,4,0.01286187475
1761490929290,4,4,0.01506794725
1761490929416,4,4,0.0157962225
1761490929541,5,4,0.02710286975
1761490929666,5,4,0.02647293725
1761490929792,5,4,0.0250117065
1761490929917,5,4,0.02433767575
1761490930042,5,4,0.025263097
1761490930168,5,4,0.026335404
1761490930293,5,4,0.02593293875
1761490930418,5,4,0.0249174825
1761490930543,5,4,0.02334922375
1761490930668,5,4,0.023798206
1761490930794,5,4,0.02614675925
1761490930919,5,4,0.02006983075
1761490931044,5,4,0.0250240365
1761490931169,5,4,0.022812157
1761490931294,5,4,0.02399393975
1761490931419,5,4,0.0238526815
1761490931545,5,4,0.0223461705
1761490931670,5,4,0.0267710885
1761490931795,5,4,0.0229256315
1761490931920,5,4,0.0252594585
1761490932045,5,4,0.02485594325
1761490932171,5,4,0.02322005775
1761490932296,5,4,0.02407512275
1761490932421,5,4,0.021862997
1761490932546,5,4,0.0234953365
1761490932672,5,4,0.0229175825
1761490932797,5,4,0.02399234175
1761490932922,5,4,0.02517602775
1761490933047,5,4,0.022896235
1761490933173,5,4,0.02366514625
1761490933298,6,4,0.0335285635
1761490933423,6,4,0.03515678475
1761490933548,6,4,0.036139445
1761490933674,6,4,0.03536869125
1761490933799,6,4,0.03802429075
1761490933924,6,4,0.034424042
1761490934049,6,4,0.03493862475
1761490934175,6,4,0.042062572
1761490934301,6,4,0.034855221
1761490934425,6,4,0.03689163225
1761490934550,6,4,0.035454829
1761490934676,6,4,0.03553772825
1761490934801,6,4,0.03370112225
1761490934926,6,4,0.03507636075
1761490935051,6,4,0.03533863925
1761490935177,6,4,0.03439523175
1761490935302,6,4,0.0369808295
1761490935427,6,4,0.035851116
1761490935552,6,4,0.03616619125
1761490935678,6,4,0.03581260925
1761490935803,6,4,0.03654439
1761490935928,6,4,0.035445145
1761490936053,6,4,0.035387415
1761490936178,6,4,0.0369407715
1761490936304,6,4,0.03560477125
1761490936429,6,4,0.0363836705
1761490936554,6,4,0.0355348355
1761490936680,6,4,0.047055864
1761490936805,6,4,0.03834107475
1761490936930,6,4,0.034954219
1761490937329,1,5,0.0015591118
1761490937454,1,5,0.0011322146
1761490937580,1,5,5.649445999999999E-4
1761490937709,1,5,4.860374E-4
1761490937834,1,5,4.9968E-4
1761490937959,1,5,0.0024584487999999996
1761490938084,1,5,0.00107906
1761490938210,1,5,0.001553222
1761490938335,1,5,0.0014828636
1761490938460,1,5,0.0021911562
1761490938586,1,5,0.0018153058
1761490938711,1,5,0.0011426238
1761490938836,1,5,0.001964241
1761490938961,1,5,0.001828514
1761490939087,1,5,0.001959831
1761490939212,1,5,0.0017488712
1761490939337,1,5,0.003982289
1761490939462,1,5,0.0015917012
1761490939588,1,5,0.001645952
1761490939713,1,5,0.0048221472
1761490939838,1,5,0.0016124772
1761490939963,1,5,0.0016103692
1761490940089,1,5,0.001626247
1761490940214,1,5,0.0013899554
1761490940339,1,5,0.0013393298
1761490940464,1,5,0.0015768686000000001
1761490940590,1,5,0.0014667096
1761490940715,1,5,0.0014183612
1761490940840,1,5,0.0015151962
1761490940965,1,5,0.0012534766
1761490941091,2,5,0.0016421042
1761490941216,2,5,0.003325657
1761490941341,2,5,0.0018849722
1761490941467,2,5,0.0013876728
1761490941592,2,5,0.0073862808
1761490941717,2,5,0.0032005172
1761490941842,2,5,0.0054257158
1761490941968,2,5,0.0020794614
1761490942093,2,5,0.0017715888
1761490942218,2,5,0.0017199384
1761490942344,2,5,0.0024917362
1761490942469,2,5,0.0013211878
1761490942594,2,5,0.0012157694
1761490942719,2,5,0.001411425
1761490942844,2,5,0.0013369996000000002
1761490942970,2,5,0.003005398
1761490943095,2,5,0.0023409677999999996
1761490943220,2,5,0.0019443406000000001
1761490943345,2,5,0.0013188732
1761490943471,2,5,0.0012755434
1761490943596,2,5,0.0018979878000000001
1761490943721,2,5,0.0015010428
1761490943847,2,5,0.0018968518
1761490943972,2,5,0.003164083
1761490944097,2,5,0.0011541104
1761490944224,2,5,0.0012115728
1761490944349,2,5,0.0013614762
1761490944474,2,5,0.0013145672
1761490944600,2,5,0.0017132322
1761490944725,2,5,0.0012787828
1761490944850,3,5,0.0019580292
1761490944976,3,5,5.899688E-4
1761490945101,3,5,0.0013025684
1761490945226,3,5,0.0039303214
1761490945351,3,5,0.0012934172
1761490945477,3,5,0.0017859208000000001
1761490945602,3,5,0.0013255062
1761490945727,3,5,6.611458000000001E-4
1761490945852,3,5,8.588701999999999E-4
1761490945978,3,5,5.847498E-4
1761490946103,3,5,0.0020499688
1761490946228,3,5,0.001143549
1761490946353,3,5,4.16986E-4
1761490946479,3,5,4.023096E-4
1761490946604,3,5,6.152996E-4
1761490946729,3,5,4.63199E-4
1761490946854,3,5,4.451594E-4
1761490946980,3,5,8.07483E-4
1761490947105,3,5,0.0019201014
1761490947230,3,5,0.0011879878
1761490947355,3,5,0.001302372
1761490947481,3,5,0.0011772286
1761490947606,3,5,0.0019001253999999998
1761490947731,3,5,7.754061999999999E-4
1761490947856,3,5,4.08363E-4
1761490947982,3,5,0.0030986518
1761490948107,3,5,0.0014236848
1761490948232,3,5,0.0011748466
1761490948358,3,5,7.074424E-4
1761490948483,3,5,7.507712E-4
1761490948608,4,5,0.0157090788
